title,artist,streams
Believe,Mumford & Sons,"290,794,090"
Somebody,Natalie La Rose,"343,600,953"
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,"167,654,183"
Drive,Oh Wonder,"173,741,075"
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,"496,226,532"
Drag Me Down,One Direction,"1,220,730,352"
Perfect,One Direction,"980,811,985"
Sunset Lover,Petit Biscuit,"848,769,647"
Wish You Were Mine - Radio Edit,Philip George,"218,592,652"
Time of Our Lives,Pitbull,"1,455,952,751"
No Type,Rae Sremmurd,"603,049,686"
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,"337,741,607"
FourFiveSeconds,Rihanna,"1,200,734,473"
Bitch Better Have My Money,Rihanna,"889,178,822"
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,"892,953,678"
Sugar (feat. Francesco Yates),Robin Schulz,"1,307,135,911"
Lay It All on Me (feat. Ed Sheeran),Rudimental,"408,622,389"
Like I Can,Sam Smith,"885,477,880"
You Don't Own Me (feat. G-Eazy),SAYGRACE,"541,895,345"
Same Old Love,Selena Gomez,"682,179,376"
Hands To Myself,Selena Gomez,"711,251,680"
Good For You,Selena Gomez,"738,893,298"
Geronimo,Sheppard,"619,594,786"
Easy Love,Sigala,"376,612,202"
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,"635,929,854"
The Less I Know The Better,Tame Impala,"1,822,806,137"
Blank Space,Taylor Swift,"1,969,158,945"
Wildest Dreams,Taylor Swift,"1,022,028,108"
Bad Blood,Taylor Swift,"196,642,652"
Style,Taylor Swift,"1,315,322,375"
Spirits,The Strumbellas,"462,523,109"
The Hills,The Weeknd,"2,495,556,223"
Can't Feel My Face,The Weeknd,"1,858,872,828"
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,"1,788,140,747"
In The Night,The Weeknd,"577,437,906"
Die A Happy Man,Thomas Rhett,"654,007,899"
Talking Body,Tove Lo,"643,102,728"
Antidote,Travis Scott,"730,490,071"
Slow Motion,Trey Songz,"467,201,546"
Na Na,Trey Songz,"320,642,395"
YOUTH,Troye Sivan,"667,863,324"
Stressed Out,Twenty One Pilots,"2,490,281,983"
I Don't Mind (feat. Juicy J),USHER,"390,738,792"
Shut Up and Dance,WALK THE MOON,"1,906,085,149"
See You Again (feat. Charlie Puth),Wiz Khalifa,"2,025,506,498"
Renegades,X Ambassadors,"837,439,283"
Unsteady,X Ambassadors,"701,050,283"
King,Olly Alexander (Years & Years),"703,428,192"
I Want You To Know,Zedd,"351,608,288"
When We Were Young,Adele,"1,389,165,287"
Send My Love (To Your New Lover),Adele,"1,124,669,839"
Hello,Adele,"1,627,767,937"
Here,Alessia Cara,"665,116,489"
Alarm,Anne-Marie,"381,344,981"
Into You,Ariana Grande,"1,485,081,547"
Side To Side,Ariana Grande,"1,515,901,332"
Dangerous Woman,Ariana Grande,"1,246,701,267"
Hurts So Good,Astrid S,"590,376,776"
Good Grief,Bastille,"340,870,345"
Sorry,Beyoncé,"181,377,775"
Don't,Bryson Tiller,"1,462,125,421"
Exchange,Bryson Tiller,"1,103,148,142"
Dancing On My Own,Calum Scott,"1,308,609,942"
My Way,Calvin Harris,"1,107,924,684"
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,"2,049,101,884"
One Call Away,Charlie Puth,"885,839,023"
Dangerously,Charlie Puth,"365,255,295"
Sex,Cheat Codes,"684,110,594"
Back To Sleep,Chris Brown,"193,732,541"
Tears (feat. Louisa Johnson),Clean Bandit,"220,384,346"
Hymn for the Weekend,Coldplay,"1,559,809,607"
Adventure of a Lifetime,Coldplay,"1,125,839,828"
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,"539,155,119"
"Sit Still, Look Pretty",Daya,"604,657,404"
Hide Away,Daya,"547,233,154"
Let Me Love You,DJ Snake,"2,324,517,097"
Middle,DJ Snake,"1,115,511,421"
Cake By The Ocean,DNCE,"1,727,372,101"
Too Good,Drake,"1,087,308,119"
Hotter Than Hell,Dua Lipa,"337,157,517"
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,"684,224,710"
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,"1,484,873,147"
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,"379,547,504"
My House,Flo Rida,"1,133,699,549"
Say It (feat. Tove Lo),Flume,"404,278,872"
Pink + White,Frank Ocean,"1,593,930,516"
Low Life (feat. The Weeknd),Future,"974,729,534"
No Money,Galantis,"903,850,152"
"i hate u, i love u (feat. olivia o'brien)",gnash,"1,452,302,898"
"Me, Myself & I",G-Eazy,"1,394,307,077"
Starving,Hailee Steinfeld,"1,219,931,593"
Can I Be Him,James Arthur,"813,509,135"
When You Love Someone,James TW,"666,906,870"
Love Me Now,John Legend,"402,381,622"
Perfect Strangers,Jonas Blue,"1,100,456,396"
Fast Car,Jonas Blue,"1,203,076,433"
Love Yourself,Justin Bieber,"2,607,784,799"
Sorry,Justin Bieber,"2,267,747,000"
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"1,827,881,335"
Gold,Kiiara,"666,788,876"
Stole the Show,Kygo,"1,039,802,257"
Stay (feat. Maty Noyes),Kygo,"611,235,552"
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,"1,183,033,035"
Shout Out to My Ex,Little Mix,"782,341,207"
7 Years,Lukas Graham,"2,061,279,311"
Alaska,Maggie Rogers,"263,192,155"
Cold Water,Major Lazer,"1,626,083,285"
You & Me,Marc E. Bassy,"385,067,200"
Alone,Marshmello,"583,582,439"
In the Name of Love,Martin Garrix,"1,531,878,542"
NO,Meghan Trainor,"653,610,891"
The Ocean (feat. Shy Martin),Mike Perry,"815,829,719"
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,"2,068,150,907"
Final Song,MØ,"557,153,669"
This Town,Niall Horan,"1,037,136,259"
Close,Nick Jonas,"563,662,139"
History,Olivia Holt,"219,809,229"
History,One Direction,"609,392,767"
Wherever I Go,OneRepublic,"499,295,705"
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,"358,168,609"
Not Nice,PARTYNEXTDOOR,"209,226,457"
Needed Me,Rihanna,"1,612,104,922"
Work,Rihanna,"1,474,162,925"
Lost Boy,Ruth B.,"873,832,352"
You Don't Own Me (feat. G-Eazy),SAYGRACE,"541,895,345"
Same Old Love,Selena Gomez,"682,179,376"
Hands To Myself,Selena Gomez,"711,251,680"
Treat You Better,Shawn Mendes,"2,345,116,509"
I Know What You Did Last Summer,Shawn Mendes,"640,635,279"
The Greatest (feat. Kendrick Lamar),Sia,"682,948,365"
Cheap Thrills (feat. Sean Paul),Sia,"777,516,810"
Sweet Lovin' - Radio Edit,Sigala,"293,651,501"
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,"635,929,854"
Just Hold On,Steve Aoki,"523,241,450"
Somebody Else,The 1975,"844,409,236"
The Sound,The 1975,"326,708,560"
Closer,The Chainsmokers,"3,065,704,079"
Don't Let Me Down,The Chainsmokers,"2,011,758,518"
Roses,The Chainsmokers,"1,088,524,165"
Ophelia,The Lumineers,"1,399,915,392"
Starboy,The Weeknd,"3,624,964,793"
Once In a While,Timeflies,"343,202,050"
Girls Like (feat. Zara Larsson),Tinie Tempah,"382,445,894"
Cool Girl,Tove Lo,"396,510,935"
Renegades,X Ambassadors,"837,439,283"
Unsteady,X Ambassadors,"701,050,283"
Never Forget You,Zara Larsson,"1,002,133,781"
PILLOWTALK,ZAYN,"1,416,974,055"
It's A Vibe,2 Chainz,"493,674,063"
Bank Account,21 Savage,"1,190,618,206"
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,"980,953,173"
Plain Jane,A$AP Ferg,"757,113,210"
Weak,AJR,"703,219,713"
Caroline,Aminé,"779,771,613"
More Than You Know,Axwell /\ Ingrosso,"1,428,568,042"
Rolex,Ayo & Teo,"507,246,900"
Bounce Back,Big Sean,"722,532,106"
Man's Not Hot,Big Shaq,"304,046,876"
Bored,Billie Eilish,"1,073,369,378"
do re mi,blackbear,"637,113,753"
That's What I Like,Bruno Mars,"2,362,354,179"
24K Magic,Bruno Mars,"1,553,036,389"
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,"1,173,057,829"
Slide (feat. Frank Ocean & Migos),Calvin Harris,"1,117,645,402"
Havana (feat. Young Thug),Camila Cabello,"2,181,700,273"
Bodak Yellow,Cardi B,"923,329,828"
No Promises (feat. Demi Lovato),Cheat Codes,"691,003,421"
Redbone,Childish Gambino,"1,716,222,651"
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"1,620,444,480"
Sorry Not Sorry,Demi Lovato,"1,187,446,560"
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,"1,295,768,261"
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,"1,235,890,922"
Passionfruit,Drake,"1,740,130,853"
Fake Love,Drake,"987,879,414"
Perfect,Ed Sheeran,"3,206,594,519"
Shape of You,Ed Sheeran,"4,134,544,142"
Sit Next to Me,Foster The People,"383,347,372"
Unforgettable,French Montana,"2,321,290,768"
Mask Off,Future,"1,740,646,754"
Him & I (with Halsey),G-Eazy,"1,025,603,277"
No Limit,G-Eazy,"676,021,679"
Most Girls,Hailee Steinfeld,"629,684,175"
Now Or Never,Halsey,"480,222,278"
NUMB,Hayden James,"97,872,967"
Believer,Imagine Dragons,"3,246,012,023"
Thunder,Imagine Dragons,"2,575,494,217"
Whatever It Takes,Imagine Dragons,"1,383,179,260"
HUMBLE.,Kendrick Lamar,"2,418,872,562"
LOVE. FEAT. ZACARI.,Kendrick Lamar,"1,472,891,907"
DNA.,Kendrick Lamar,"1,248,275,671"
ELEMENT.,Kendrick Lamar,"470,568,191"
Young Dumb & Broke,Khalid,"1,642,036,504"
Location,Khalid,"1,436,357,992"
Tunnel Vision,Kodak Black,"689,636,437"
iSpy (feat. Lil Yachty),KYLE,"987,189,936"
Lust For Life (with The Weeknd),Lana Del Rey,"382,436,726"
Strip That Down (feat. Quavo),Liam Payne,"1,043,754,480"
Save That Shit,Lil Peep,"812,092,304"
Gucci Gang,Lil Pump,"654,671,449"
XO Tour Llif3,Lil Uzi Vert,"2,261,584,437"
Touch (feat. Kid Ink),Little Mix,"43,611,265"
1-800-273-8255,Logic,"1,372,950,198"
Liability,Lorde,"444,718,060"
Green Light,Lorde,"619,017,568"
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,"311,522,235"
broken,lovelytheband,"343,942,032"
Despacito,Luis Fonsi,"1,839,991,263"
Bad Things (with Camila Cabello),mgk,"708,950,917"
Glorious (feat. Skylar Grey),Macklemore,"950,649,106"
Cold (feat. Future),Maroon 5,"743,828,600"
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,"977,767,578"
Little Dark Age,MGMT,"703,809,114"
Bad and Boujee (feat. Lil Uzi Vert),Migos,"963,290,468"
Slippery (feat. Gucci Mane),Migos,"611,585,843"
T-Shirt,Migos,"487,570,757"
Sky Walker (feat. Travis Scott),Miguel,"623,325,859"
Malibu,Miley Cyrus,"839,053,299"
Nights With You,MØ,"157,231,827"
Slow Hands,Niall Horan,"993,364,754"
Magnolia,Playboi Carti,"905,063,224"
Chameleon,PNAU,"90,053,500"
Feel It Still,Portugal. The Man,"1,412,747,360"
Congratulations,Post Malone,"2,081,212,935"
I Fall Apart,Post Malone,"1,690,855,483"
Swang,Rae Sremmurd,"687,272,547"
Black Beatles,Rae Sremmurd,"1,015,058,826"
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,"892,953,678"
Losin Control,Russ,"730,860,667"
Too Good At Goodbyes,Sam Smith,"2,202,020,404"
No Lie,Sean Paul,"1,280,785,062"
Fetish (feat. Gucci Mane),Selena Gomez,"568,848,568"
Broccoli,DRAM,"870,377,485"
Don't Leave,Snakehips,"315,855,731"
Love Galore (feat. Travis Scott),SZA,"884,099,896"
Look What You Made Me Do,Taylor Swift,"1,246,777,907"
...Ready For It?,Taylor Swift,"827,343,492"
Something Just Like This,The Chainsmokers,"2,906,670,442"
Paris,The Chainsmokers,"1,236,714,503"
All Night,The Vamps,"683,400,106"
Middle Of The Night,The Vamps,"165,870,145"
I Feel It Coming,The Weeknd,"1,858,077,230"
goosebumps,Travis Scott,"2,644,183,871"
BUTTERFLY EFFECT,Travis Scott,"1,589,247,085"
Jocelyn Flores,XXXTENTACION,"2,293,883,990"
Rake It Up (feat. Nicki Minaj),Yo Gotti,"373,955,690"
I Would Like,Zara Larsson,"278,179,177"
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,"248,724,725"
Stay,Zedd,"1,267,112,934"
Youngblood,5 Seconds of Summer,"1,887,815,221"
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,"800,675,890"
GUMMO,6ix9ine,"316,422,307"
God is a woman,Ariana Grande,"1,112,266,614"
no tears left to cry,Ariana Grande,"1,381,248,805"
Jumanji,B Young,"132,310,002"
Answerphone (feat. Yxng Bane),Banx & Ranx,"141,601,002"
Mine,Bazzi,"1,079,304,348"
Eastside (with Halsey & Khalid),benny blanco,"1,843,587,285"
lovely (with Khalid),Billie Eilish,"3,101,656,732"
Look Alive (feat. Drake),BlocBoy JB,"1,001,654,226"
Finesse - Remix; feat. Cardi B,Bruno Mars,"836,560,935"
One Kiss (with Dua Lipa),Calvin Harris,"2,334,959,964"
Never Be the Same,Camila Cabello,"933,017,593"
I Like It,Cardi B,"1,684,313,292"
Bodak Yellow,Cardi B,"923,476,031"
Be Careful,Cardi B,"361,040,021"
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,"141,804,441"
How Long,Charlie Puth,"724,299,597"
Done for Me (feat. Kehlani),Charlie Puth,"301,416,053"
The Way I Am,Charlie Puth,"176,897,098"
This Is America,Childish Gambino,"609,597,415"
Tequila,Dan + Shay,"630,525,277"
Nevermind,Dennis Lloyd,"1,038,000,749"
No Brainer,DJ Khaled,"613,195,276"
God's Plan,Drake,"2,658,279,990"
Nonstop,Drake,"1,166,848,890"
Nice For What,Drake,"1,327,104,973"
In My Feelings,Drake,"1,422,359,279"
I'm Upset,Drake,"435,151,874"
IDGAF,Dua Lipa,"1,661,694,011"
In My Mind,Dynoro,"1,548,786,938"
Trip,Ella Mai,"534,191,008"
Boo'd Up,Ella Mai,"377,752,729"
River (feat. Ed Sheeran),Eminem,"863,722,389"
German,EO,"145,159,069"
Let's Fall In Love For The Night,FINNEAS,"460,379,394"
Simple,Florida Georgia Line,"412,008,184"
Him & I (with Halsey),G-Eazy,"1,026,097,022"
Shotgun,George Ezra,"1,002,196,887"
Paradise,George Ezra,"343,163,205"
we fell in love in october,girl in red,"1,233,204,521"
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,"1,124,907,879"
Bad At Love,Halsey,"669,333,533"
The Other Side,Hugh Jackman,"462,085,155"
Natural,Imagine Dragons,"1,325,756,507"
Make Me Feel,Janelle Monáe,"158,746,920"
You Make It Easy,Jason Aldean,"491,479,062"
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,"624,134,675"
Rise,Jonas Blue,"900,863,585"
Lucid Dreams,Juice WRLD,"2,716,641,193"
LOVE. FEAT. ZACARI.,Kendrick Lamar,"1,473,680,331"
All The Stars (with SZA),Kendrick Lamar,"1,884,191,522"
Love Lies (with Normani),Khalid,"972,233,549"
1950,King Princess,"583,013,919"
I Like Me Better,Lauv,"1,890,845,999"
Yes Indeed,Lil Baby,"1,175,612,025"
Freaky Friday (feat. Chris Brown),Lil Dicky,"695,223,512"
Everyday,Logic,"549,985,583"
Body,Loud Luxury,"1,268,168,560"
Bad Vibe,M.O,"116,973,946"
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",mgk,"468,045,828"
Corazón (feat. Nego do Borel),Maluma,"617,910,115"
Wait,Maroon 5,"442,295,990"
Happier,Marshmello,"2,288,548,573"
Silence,Marshmello,"1,723,065,609"
FRIENDS,Marshmello,"1,485,407,802"
Spotlight,Marshmello,"436,350,880"
Walk It Talk It,Migos,"805,789,630"
MotorSport,Migos,"605,286,702"
Stir Fry,Migos,"716,224,045"
17,MK,"224,659,733"
Let You Down,NF,"1,540,582,279"
Te Boté - Remix,Nio Garcia,"1,218,326,892"
Ric Flair Drip (with Metro Boomin),Offset,"1,698,099,710"
Vaina Loca,Ozuna,"853,284,734"
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,"926,509,721"
rockstar (feat. 21 Savage),Post Malone,"3,079,637,232"
Better Now,Post Malone,"2,034,093,608"
Psycho (feat. Ty Dolla $ign),Post Malone,"1,562,171,784"
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,"410,092,363"
Plug Walk,Rich The Kid,"668,887,848"
Mo Bamba,Sheck Wes,"1,108,410,553"
Strangers,Sigrid,"139,964,363"
Delicate,Taylor Swift,"1,083,017,436"
It's Not Living (If It's Not With You),The 1975,"347,710,467"
This Feeling,The Chainsmokers,"644,976,863"
Sick Boy,The Chainsmokers,"469,551,261"
Call Out My Name,The Weeknd,"1,956,990,672"
Pray For Me (with Kendrick Lamar),The Weeknd,"996,092,740"
Jackie Chan,Tiësto,"896,369,238"
SICKO MODE,Travis Scott,"2,260,795,689"
Taste (feat. Offset),Tyga,"1,422,048,544"
Saturday Sun,Vance Joy,"352,805,027"
SAD!,XXXTENTACION,"2,309,222,208"
Moonlight,XXXTENTACION,"2,014,679,968"
changes,XXXTENTACION,"1,416,316,336"
If You're Over Me,Olly Alexander (Years & Years),"262,005,444"
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,"377,370,722"
The Middle,Zedd,"1,569,472,765"
a lot,21 Savage,"1,018,540,551"
Easier,5 Seconds of Summer,"407,694,476"
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,"836,910,675"
Look Back at It,A Boogie Wit da Hoodie,"824,411,238"
Ladbroke Grove,AJ Tracey,"259,243,638"
China,Anuel AA,"1,232,938,091"
Secreto,Anuel AA,"796,500,426"
7 rings,Ariana Grande,"2,411,396,247"
"thank u, next",Ariana Grande,"1,964,330,202"
"break up with your girlfriend, i'm bored",Ariana Grande,"1,016,355,182"
boyfriend (with Social House),Ariana Grande,"877,976,080"
On A Roll,Ashley O,"119,064,618"
Callaita,Bad Bunny,"1,534,744,486"
MIA (feat. Drake),Bad Bunny,"1,374,414,877"
lovely (with Khalid),Billie Eilish,"3,101,656,732"
bad guy,Billie Eilish,"2,634,123,321"
when the party's over,Billie Eilish,"2,014,602,999"
bury a friend,Billie Eilish,"1,054,334,671"
Kill This Love,BLACKPINK,"873,356,058"
The Git Up,Blanco Brown,"360,524,287"
Thotiana,Blueface,"382,256,567"
Boy With Luv (feat. Halsey),BTS,"1,216,459,168"
Please Me,Cardi B,"615,605,856"
Money,Cardi B,"602,492,563"
Suge,DaBaby,"662,501,525"
Location (feat. Burna Boy),Dave,"586,500,316"
Juicy,Doja Cat,"380,355,950"
3 Nights,Dominic Fike,"1,089,570,702"
Money In The Grave (Drake ft. Rick Ross),Drake,"1,012,824,266"
Don't Start Now,Dua Lipa,"2,792,730,205"
Take Me Back to London (feat. Stormzy),Ed Sheeran,"230,331,833"
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,"403,325,614"
Antisocial (with Travis Scott),Ed Sheeran,"265,250,873"
Leave Me Alone,Flipp Dinero,"673,461,104"
Lost in the Fire (feat. The Weeknd),Gesaffelstein,"1,012,202,367"
Without Me,Halsey,"2,147,940,628"
emotions,iann dior,"389,383,549"
gone girl (feat. Trippie Redd),iann dior,"323,780,657"
MIDDLE CHILD,J. Cole,"1,361,130,066"
All Day And Night,Jax Jones,"328,085,422"
Sorry,Joel Corry,"185,940,285"
Sucker,Jonas Brothers,"1,477,204,505"
Only Human,Jonas Brothers,"529,287,317"
Robbery,Juice WRLD,"1,383,894,230"
Good as You,Kane Brown,"202,475,493"
Nights Like This (feat. Ty Dolla $ign),Kehlani,"621,520,182"
Better,Khalid,"1,462,776,022"
Talk (feat. Disclosure),Khalid,"997,879,136"
ZEZE (feat. Travis Scott & Offset),Kodak Black,"1,123,585,438"
Shallow,Lady Gaga,"2,617,148,558"
Doin' Time,Lana Del Rey,"760,773,242"
i'm so tired...,Lauv,"912,395,869"
Someone You Loved,Lewis Capaldi,"3,713,296,446"
Grace,Lewis Capaldi,"331,533,579"
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,"1,564,985,132"
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,"1,564,985,132"
Panini,Lil Nas X,"759,723,384"
Ransom,Lil Tecca,"1,538,335,732"
Truth Hurts,Lizzo,"1,016,281,613"
Good as Hell,Lizzo,"655,787,878"
Soltera (Remix),Lunay,"1,011,151,955"
Light On,Maggie Rogers,"256,760,438"
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,"1,032,882,582"
Here With Me,Marshmello,"707,717,821"
One Thing Right,Marshmello,"582,709,015"
Piece Of Your Heart - Alok Remix,MEDUZA,"391,473,545"
Going Bad (feat. Drake),Meek Mill,"1,246,944,575"
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,"282,774,321"
Slide Away,Miley Cyrus,"362,023,961"
Pure Water (with Migos),Mustard,"758,588,570"
Shotta Flow (feat. Blueface) - Remix,NLE Choppa,"528,051,768"
Motivation,Normani,"388,337,169"
Options,NSG,"142,957,365"
Clout (feat. Cardi B),Offset,"315,513,343"
High Hopes,Panic! At The Disco,"1,698,251,790"
Adan y Eva,Paulo Londra,"975,024,432"
Pop Out (feat. Lil Tjay),Polo G,"901,396,093"
Circles,Post Malone,"2,670,221,198"
Better Now,Post Malone,"2,034,093,608"
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,"3,631,337,701"
Wow.,Post Malone,"1,763,443,773"
Goodbyes (feat. Young Thug),Post Malone,"1,320,311,255"
Bohemian Rhapsody - Remastered 2011,Queen,"2,651,702,747"
Ride It,Regard,"1,461,565,237"
Post Malone (feat. RANI),Sam Feldt,"599,291,077"
My Type,Saweetie,"425,844,369"
Otro Trago - Remix,Sech,"571,885,886"
Señorita,Shawn Mendes,"2,884,702,831"
If I Can't Have You,Shawn Mendes,"1,057,624,282"
Don’t Feel Like Crying,Sigrid,"89,032,554"
Vossi Bop,Stormzy,"376,237,372"
Lover,Taylor Swift,"1,621,196,669"
Cruel Summer,Taylor Swift,"2,649,357,342"
You Need To Calm Down,Taylor Swift,"1,009,288,451"
SICKO MODE,Travis Scott,"2,260,795,689"
EARFQUAKE,"Tyler, The Creator","1,092,188,072"
Boasty (feat. Idris Elba),Wiley,"171,625,826"
Strike a Pose (feat. Aitch),Young T & Bugsey,"133,345,785"
The London (feat. J. Cole & Travis Scott),Young Thug,"754,787,209"
