title,artist,pop_today,track_id,url
Elastic Heart,Sia,66,5S9lfZu1YF8xKkgSsqL2Bd,https://open.spotify.com/track/5S9lfZu1YF8xKkgSsqL2Bd
Nobody to Love,Sigma Spin Sessions DeeJay,26,6OazQAZl4yCHQmPfKP7B9V,https://open.spotify.com/track/6OazQAZl4yCHQmPfKP7B9V
Style,Taylor Swift,66,4lIxdJw6W3Fg4vUIYCB0S5,https://open.spotify.com/track/4lIxdJw6W3Fg4vUIYCB0S5
Bad Blood,Taylor Swift,60,273dCMFseLcVsoSWx59IoE,https://open.spotify.com/track/273dCMFseLcVsoSWx59IoE
Shake It Off,Taylor Swift,68,5xTtaWoae3wi06K5WfVUUH,https://open.spotify.com/track/5xTtaWoae3wi06K5WfVUUH
#SELFIE,The Chainsmokers,60,1HOlb9rdNOmy9b1Fakicjo,https://open.spotify.com/track/1HOlb9rdNOmy9b1Fakicjo
Superheroes,The Script,71,37sINbJZcFdHFAsVNsPq1i,https://open.spotify.com/track/37sINbJZcFdHFAsVNsPq1i
Wasted,Tiësto,59,7m3povhdMDLZwuEKak0l0n,https://open.spotify.com/track/7m3povhdMDLZwuEKak0l0n
Red Lights,Tiësto,63,5L2l7mI8J1USMzhsmdjat9,https://open.spotify.com/track/5L2l7mI8J1USMzhsmdjat9
2 On (feat. ScHoolboy Q),Tinashe,79,3jVtllWS5CFFWLQng8sKsr,https://open.spotify.com/track/3jVtllWS5CFFWLQng8sKsr
Habits (Stay High),Tove Lo,72,14OxJlLdcHNpgsm4DRwDOB,https://open.spotify.com/track/14OxJlLdcHNpgsm4DRwDOB
Talking Body,Tove Lo,65,2tpfxAXiI52znho4WE3XFA,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA
Na Na,Trey Songz,61,5LIleJbUUgtvYnBW9wfY1W,https://open.spotify.com/track/5LIleJbUUgtvYnBW9wfY1W
Riptide,Vance Joy,85,2uXlHCUbq9OMUwx3hrk06o,https://open.spotify.com/track/2uXlHCUbq9OMUwx3hrk06o
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,62,2QtJA4gbwe1AcanB2p21aP,https://open.spotify.com/track/2QtJA4gbwe1AcanB2p21aP
Faded,ZHU,56,2GQEM9JuHu30sGFvRYeCxz,https://open.spotify.com/track/2GQEM9JuHu30sGFvRYeCxz
Ghost Town,Adam Lambert,59,44aN5xKL3kGHvQ5bXVk6B8,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8
Here,Alessia Cara,72,5zUQZjVB6bfewBXWqsP9PY,https://open.spotify.com/track/5zUQZjVB6bfewBXWqsP9PY
"Honey, I'm Good",Andy Grammer,72,4Tt6GiWS2V9sQjZjS2xjp2,https://open.spotify.com/track/4Tt6GiWS2V9sQjZjS2xjp2
Love Me Harder,Ariana Grande,78,5J4ZkQpzMUFojo1CtAZYpn,https://open.spotify.com/track/5J4ZkQpzMUFojo1CtAZYpn
The Nights,Avicii,82,0ct6r3EGTcMLPtrXHDvVjc,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
Waiting For Love,Avicii,78,2P4OICZRVAQcYAV2JReRfj,https://open.spotify.com/track/2P4OICZRVAQcYAV2JReRfj
I Don't Fuck With You,Big Sean,72,7FYH5AW3bVfZHJIQpq3UOA,https://open.spotify.com/track/7FYH5AW3bVfZHJIQpq3UOA
Electric Love,BØRNS,77,2GiJYvgVaD2HtM8GqD9EgQ,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
Don't,Bryson Tiller,83,3pXF1nA74528Edde4of9CC,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
Outside (feat. Ellie Goulding),Calvin Harris,82,7MmG8p0F9N3C4AXdK6o6Eb,https://open.spotify.com/track/7MmG8p0F9N3C4AXdK6o6Eb
How Deep Is Your Love,Calvin Harris,74,22mek4IiqubGD9ctzxc69s,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
Ayo,Chris Brown,70,0k6DnZMLoEUH8NGD5zh2SE,https://open.spotify.com/track/0k6DnZMLoEUH8NGD5zh2SE
Cool for the Summer,Demi Lovato,74,3uwnnTQcHM1rDqSfA4gQNz,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
Confident,Demi Lovato,69,3DXXKDbbZKyAZfNb96ST3q,https://open.spotify.com/track/3DXXKDbbZKyAZfNb96ST3q
Five More Hours,Deorro,70,3MOECVkNshqHYTPt5DZcdN,https://open.spotify.com/track/3MOECVkNshqHYTPt5DZcdN
Omen - Radio Edit,Disclosure,58,78EQ5LZGgviMU9k0zrqv1r,https://open.spotify.com/track/78EQ5LZGgviMU9k0zrqv1r
You Know You Like It,DJ Snake,70,57kR5SniQIbsbVoIjjOUDa,https://open.spotify.com/track/57kR5SniQIbsbVoIjjOUDa
Hotline Bling,Drake,75,0wwPcA6wtMf6HUMpIRdeP7,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7
Jumpman,Drake,67,27GmP9AWRs744SzKcpJsTZ,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
Thinking out Loud,Ed Sheeran,81,34gCuhDGsG4bRPIf9bb02f,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,74,3zHq9ouUJQFQRf3cm1rRLu,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
On My Mind,Ellie Goulding,64,5a7NdkF09AfD0H607eiOkX,https://open.spotify.com/track/5a7NdkF09AfD0H607eiOkX
Centuries,Fall Out Boy,79,04aAxqtGp5pv12UXAg4pkq,https://open.spotify.com/track/04aAxqtGp5pv12UXAg4pkq
679 (feat. Remy Boyz),Fetty Wap,72,5NQbUaeTEOGdD6hHcre0dZ,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
Trap Queen,Fetty Wap,73,2d8JP84HNLKhmd6IYOoupQ,https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ
My Way (feat. Monty),Fetty Wap,64,1WoOzgvz6CgH4pX6a1RKGp,https://open.spotify.com/track/1WoOzgvz6CgH4pX6a1RKGp
My House,Flo Rida,76,6Knv6wdA0luoMUuuoYi2i1,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,69,26rdOwwjC2UnweK3xeS58u,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
Mountain at My Gates,Foals,62,3f7OyfSoDbQC0LRDQiytPp,https://open.spotify.com/track/3f7OyfSoDbQC0LRDQiytPp
Runaway (U & I),Galantis,74,46lFttIf5hnUZMGvjK0Wxo,https://open.spotify.com/track/46lFttIf5hnUZMGvjK0Wxo
Barcelona,George Ezra,62,3ieLey98V9mIIh3W9gBlPF,https://open.spotify.com/track/3ieLey98V9mIIh3W9gBlPF
Love Myself,Hailee Steinfeld,66,36phXHOKx8rO7CMp2vNX4x,https://open.spotify.com/track/36phXHOKx8rO7CMp2vNX4x
Take Me to Church,Hozier,80,1CS7Sd1u5tWkstBhpssyjP,https://open.spotify.com/track/1CS7Sd1u5tWkstBhpssyjP
Where Are Ü Now (with Justin Bieber),Jack Ü,72,66hayvUbTotekKU3H4ta1f,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
oui,Jeremih,73,0PJIbOdMs3bd5AT8liULMQ,https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ
Classic Man (feat. Roman GianArthur),Jidenna,54,3G7XYAwtxtoGK7fAm4IlD9,https://open.spotify.com/track/3G7XYAwtxtoGK7fAm4IlD9
What Do You Mean?,Justin Bieber,79,4B0JvthVoAAuygILe3n4Bs,https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs
Way down We Go,KALEO,82,0y1QJc3SJVPKJ1OvFmFqe6,https://open.spotify.com/track/0y1QJc3SJVPKJ1OvFmFqe6
King Kunta,Kendrick Lamar,72,0N3W5peJUQtI4eyR6GJT5O,https://open.spotify.com/track/0N3W5peJUQtI4eyR6GJT5O
Stole the Show,Kygo,77,5masKPHeAOVNgxdLebIcK7,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7
Nothing Left (feat. Will Heard),Kygo,45,0j0DNujXWeupLpZobbABoo,https://open.spotify.com/track/0j0DNujXWeupLpZobbABoo
High By The Beach,Lana Del Rey,67,7g3htkaLz4ETFn0cifwM3y,https://open.spotify.com/track/7g3htkaLz4ETFn0cifwM3y
Hurt Me,Låpsley,42,7fApw5FcXz2wAEMaIwT52E,https://open.spotify.com/track/7fApw5FcXz2wAEMaIwT52E
Closer,Lemaitre,54,3h5IIiL9vK5aR0DZO6jD7D,https://open.spotify.com/track/3h5IIiL9vK5aR0DZO6jD7D
Lot to Learn,Luke Christopher,53,3TRFq09DUgYj1mug6RRqJW,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW
Lean On,Major Lazer,73,01aTsQoKoeXofSTvKuunzv,https://open.spotify.com/track/01aTsQoKoeXofSTvKuunzv
Light It Up (Remix),Major Lazer,66,1qFSPn37zEeCyRiVpkW9dt,https://open.spotify.com/track/1qFSPn37zEeCyRiVpkW9dt
Uptown Funk (feat. Bruno Mars),Mark Ronson,83,32OlwWuMpZ6b0aN2RZOeMS,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
Intoxicated - Radio Edit,Martin Solveig,52,0dbQ4h3cs8QE5fOPMYdDrX,https://open.spotify.com/track/0dbQ4h3cs8QE5fOPMYdDrX
All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,68,0hy1SOTEn9ifXTzOwnCwEr,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr
Believe,Mumford & Sons,53,5CN13QjYdc9s4aFg2wxwnE,https://open.spotify.com/track/5CN13QjYdc9s4aFg2wxwnE
Somebody,Natalie La Rose,63,7ioiB40H9xKs04QtIso2I3,https://open.spotify.com/track/7ioiB40H9xKs04QtIso2I3
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,50,3icbmPGKTsKAa0IinkizCM,https://open.spotify.com/track/3icbmPGKTsKAa0IinkizCM
Drive,Oh Wonder,52,2kJqNHHGOzLNahukdvlDWN,https://open.spotify.com/track/2kJqNHHGOzLNahukdvlDWN
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,69,0fgZUSa7D7aVvv3GfO0A1n,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n
Drag Me Down,One Direction,80,2K87XMYnUMqLcX3zvtAF4G,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G
Perfect,One Direction,83,3NLnwwAQbbFKcEcV8hDItk,https://open.spotify.com/track/3NLnwwAQbbFKcEcV8hDItk
Sunset Lover,Petit Biscuit,64,0hNduWmlWmEmuwEFcYvRu1,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1
Wish You Were Mine - Radio Edit,Philip George,63,412luShbmlgqqgYFStIB1s,https://open.spotify.com/track/412luShbmlgqqgYFStIB1s
Time of Our Lives,Pitbull,82,2bJvI42r8EF3wxjOuDav4r,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r
No Type,Rae Sremmurd,67,4scpF6J5uMBvoh6sFB7EL1,https://open.spotify.com/track/4scpF6J5uMBvoh6sFB7EL1
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,66,4T0ScSPdQKmGvruK7pavNP,https://open.spotify.com/track/4T0ScSPdQKmGvruK7pavNP
FourFiveSeconds,Rihanna,76,78TTtXnFQPzwqlbtbwqN0y,https://open.spotify.com/track/78TTtXnFQPzwqlbtbwqN0y
Bitch Better Have My Money,Rihanna,73,0NTMtAO2BV4tnGvw9EgBVq,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,74,5uDASfU19gDxSjW8cnCaBp,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp
Sugar (feat. Francesco Yates),Robin Schulz,78,5tf1VVWniHgryyumXyJM7w,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w
Lay It All on Me (feat. Ed Sheeran),Rudimental,47,38ismoqQYn75ruDSQ2Jtx8,https://open.spotify.com/track/38ismoqQYn75ruDSQ2Jtx8
Like I Can,Sam Smith,72,2TeLIzFBe3hxkPR5FIQZut,https://open.spotify.com/track/2TeLIzFBe3hxkPR5FIQZut
You Don't Own Me (feat. G-Eazy),SAYGRACE,57,2CpH1L4CUR47RARB3PgY1l,https://open.spotify.com/track/2CpH1L4CUR47RARB3PgY1l
Same Old Love,Selena Gomez,65,1BZG99C7Co1r6QUC3zaS59,https://open.spotify.com/track/1BZG99C7Co1r6QUC3zaS59
Hands To Myself,Selena Gomez,62,1LoriJC05IrHIDwj3q0KC1,https://open.spotify.com/track/1LoriJC05IrHIDwj3q0KC1
Good For You,Selena Gomez,64,578Eooad7oUyn4stovZiPg,https://open.spotify.com/track/578Eooad7oUyn4stovZiPg
Geronimo,Sheppard,70,0qt5f5EL92o8Snzopsv0en,https://open.spotify.com/track/0qt5f5EL92o8Snzopsv0en
Easy Love,Sigala,63,5s7xgzXtmY4gMjeSlgisjy,https://open.spotify.com/track/5s7xgzXtmY4gMjeSlgisjy
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,66,6TaqooOXAEcijL6G1AWS2K,https://open.spotify.com/track/6TaqooOXAEcijL6G1AWS2K
The Less I Know The Better,Tame Impala,83,6K4t31amVTZDgR3sKmwUJJ,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
Blank Space,Taylor Swift,69,1p80LdxRV74UKvL8gnD7ky,https://open.spotify.com/track/1p80LdxRV74UKvL8gnD7ky
Wildest Dreams,Taylor Swift,64,59HjlYCeBsxdI0fcm3zglw,https://open.spotify.com/track/59HjlYCeBsxdI0fcm3zglw
Bad Blood,Taylor Swift,64,6xsEAm6w9oMQYYg3jkEkMT,https://open.spotify.com/track/6xsEAm6w9oMQYYg3jkEkMT
Style,Taylor Swift,66,4lIxdJw6W3Fg4vUIYCB0S5,https://open.spotify.com/track/4lIxdJw6W3Fg4vUIYCB0S5
Spirits,The Strumbellas,63,47QDvqfpUTIGckdCacLd8P,https://open.spotify.com/track/47QDvqfpUTIGckdCacLd8P
The Hills,The Weeknd,84,7fBv7CLKzipRk6EC6TWHOB,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
Can't Feel My Face,The Weeknd,80,22VdIZQfgXJea34mQxlt81,https://open.spotify.com/track/22VdIZQfgXJea34mQxlt81
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,71,2PIvq1pGrUjY007X5y1UpM,https://open.spotify.com/track/2PIvq1pGrUjY007X5y1UpM
In The Night,The Weeknd,71,25KybV9BOUlvcnv7nN3Pyo,https://open.spotify.com/track/25KybV9BOUlvcnv7nN3Pyo
Die A Happy Man,Thomas Rhett,72,5kNe7PE09d6Kvw5pAsx23n,https://open.spotify.com/track/5kNe7PE09d6Kvw5pAsx23n
Talking Body,Tove Lo,65,2tpfxAXiI52znho4WE3XFA,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA
Antidote,Travis Scott,72,1wHZx0LgzFHyeIZkUydNXq,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq
Slow Motion,Trey Songz,67,4NYwy0R3NdvORX2B6OZXBT,https://open.spotify.com/track/4NYwy0R3NdvORX2B6OZXBT
Na Na,Trey Songz,61,5LIleJbUUgtvYnBW9wfY1W,https://open.spotify.com/track/5LIleJbUUgtvYnBW9wfY1W
YOUTH,Troye Sivan,58,1cOyWWUr3oXJIxY0AjJEx9,https://open.spotify.com/track/1cOyWWUr3oXJIxY0AjJEx9
Stressed Out,Twenty One Pilots,83,3CRDbSIZ4r5MsZ0YwxuEkn,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
I Don't Mind (feat. Juicy J),USHER,63,7aXuop4Qambx5Oi3ynsKQr,https://open.spotify.com/track/7aXuop4Qambx5Oi3ynsKQr
Shut Up and Dance,WALK THE MOON,84,4kbj5MwxO1bq9wjT5g9HaA,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
See You Again (feat. Charlie Puth),Wiz Khalifa,80,2JzZzZUQj3Qff7wapcbKjc,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc
Renegades,X Ambassadors,75,0fYVliAYKHuPmECRs1pbRf,https://open.spotify.com/track/0fYVliAYKHuPmECRs1pbRf
Unsteady,X Ambassadors,73,7lGKEWMXVWWTt3X71Bv44I,https://open.spotify.com/track/7lGKEWMXVWWTt3X71Bv44I
King,Olly Alexander (Years & Years),64,5Z3zRrMIJk7CVpfcLsM9wD,https://open.spotify.com/track/5Z3zRrMIJk7CVpfcLsM9wD
I Want You To Know,Zedd,63,1JDIArrcepzWDTAWXdGYmP,https://open.spotify.com/track/1JDIArrcepzWDTAWXdGYmP
When We Were Young,Adele,71,7GgWAITsYJaRM3r50rfh5w,https://open.spotify.com/track/7GgWAITsYJaRM3r50rfh5w
Send My Love (To Your New Lover),Adele,70,0t7fVeEJxO2Xi4H2K5Svc9,https://open.spotify.com/track/0t7fVeEJxO2Xi4H2K5Svc9
Hello,Adele,70,62PaSfnXSMyLshYJrlTuL3,https://open.spotify.com/track/62PaSfnXSMyLshYJrlTuL3
Here,Alessia Cara,72,5zUQZjVB6bfewBXWqsP9PY,https://open.spotify.com/track/5zUQZjVB6bfewBXWqsP9PY
Alarm,Anne-Marie,50,0OwX5aROoW1Iip8FV51Efg,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg
Into You,Ariana Grande,69,63y6xWR4gXz7bnUGOk8iI6,https://open.spotify.com/track/63y6xWR4gXz7bnUGOk8iI6
Side To Side,Ariana Grande,66,43bCmCI0nSgcT7QdMXY6LV,https://open.spotify.com/track/43bCmCI0nSgcT7QdMXY6LV
Dangerous Woman,Ariana Grande,69,6RUhbFEhrvGISaQ8u2j2JN,https://open.spotify.com/track/6RUhbFEhrvGISaQ8u2j2JN
Hurts So Good,Astrid S,67,46u5B2WN4wryYLZuMAOmI4,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4
Good Grief,Bastille,58,1oxOiOjsi7plNOZEhoPLPj,https://open.spotify.com/track/1oxOiOjsi7plNOZEhoPLPj
Sorry,Beyoncé,62,0lnIJmgcUpEpe4AZACjayW,https://open.spotify.com/track/0lnIJmgcUpEpe4AZACjayW
Don't,Bryson Tiller,83,3pXF1nA74528Edde4of9CC,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
Exchange,Bryson Tiller,79,43PuMrRfbyyuz4QpZ3oAwN,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
Dancing On My Own,Calum Scott,78,2BOqDYLOJBiMOXShCV1neZ,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
My Way,Calvin Harris,71,1vvNmPOiUuyCbgWmtc6yfm,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,61,37FXw5QGFN7uwwsLy8uAc0,https://open.spotify.com/track/37FXw5QGFN7uwwsLy8uAc0
One Call Away,Charlie Puth,55,7soJgKhQTO8hLP2JPRkL5O,https://open.spotify.com/track/7soJgKhQTO8hLP2JPRkL5O
Dangerously,Charlie Puth,48,6GBMbvX7sqyOxT5wWK4hgN,https://open.spotify.com/track/6GBMbvX7sqyOxT5wWK4hgN
Sex,Cheat Codes,54,4CGGIk81BvfCZiscwFP6t0,https://open.spotify.com/track/4CGGIk81BvfCZiscwFP6t0
Back To Sleep,Chris Brown,63,6dlpABcXrQKRU9G00i6Zba,https://open.spotify.com/track/6dlpABcXrQKRU9G00i6Zba
Tears (feat. Louisa Johnson),Clean Bandit,53,7py16W5fWYLFFS6BElKAjn,https://open.spotify.com/track/7py16W5fWYLFFS6BElKAjn
Hymn for the Weekend,Coldplay,82,3RiPr603aXAoi4GHyXx0uy,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy
Adventure of a Lifetime,Coldplay,79,69uxyAqqPIsUyTO8txoP2M,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,67,46NBoIAHrmR7qcUGCIFEjR,https://open.spotify.com/track/46NBoIAHrmR7qcUGCIFEjR
"Sit Still, Look Pretty",Daya,71,6w2rrJsn8Qpa7veSaVAyKh,https://open.spotify.com/track/6w2rrJsn8Qpa7veSaVAyKh
Hide Away,Daya,72,3WALaE7UdNXx8VJ4lpWCK8,https://open.spotify.com/track/3WALaE7UdNXx8VJ4lpWCK8
Let Me Love You,DJ Snake,83,0lYBSQXN6rCTvUZvg9S0lU,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
Middle,DJ Snake,73,0g5EKLgdKvNlln7TNqBByK,https://open.spotify.com/track/0g5EKLgdKvNlln7TNqBByK
Cake By The Ocean,DNCE,79,76hfruVvmfQbw0eYn1nmeC,https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC
Too Good,Drake,71,3BtuIIrQlkujKPuWF2B85z,https://open.spotify.com/track/3BtuIIrQlkujKPuWF2B85z
Hotter Than Hell,Dua Lipa,63,5eTNdkstwKaNahHf41fJ9u,https://open.spotify.com/track/5eTNdkstwKaNahHf41fJ9u
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,65,6YZdkObH88npeKrrkb8Ggf,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,75,4tCtwWceOPWzenK2HAIJSb,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,60,7nD9nN3jord9wWcfW3Gkcm,https://open.spotify.com/track/7nD9nN3jord9wWcfW3Gkcm
My House,Flo Rida,76,6Knv6wdA0luoMUuuoYi2i1,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1
Say It (feat. Tove Lo),Flume,60,4lAnj7Git7s2QrSTwUa54g,https://open.spotify.com/track/4lAnj7Git7s2QrSTwUa54g
Pink + White,Frank Ocean,87,3xKsf9qdS1CyvXSMEid6g8,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8
Low Life (feat. The Weeknd),Future,79,7EiZI6JVHllARrX9PUvAdX,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
No Money,Galantis,63,0gb1J5UrTpzaU1s3nupgCd,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd
"i hate u, i love u (feat. olivia o'brien)",gnash,74,7vRriwrloYVaoAe3a9wJHe,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe
"Me, Myself & I",G-Eazy,79,40YcuQysJ0KlGQTeGUosTC,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
Starving,Hailee Steinfeld,70,4Ce37cRWvM1vIGGynKcs22,https://open.spotify.com/track/4Ce37cRWvM1vIGGynKcs22
Can I Be Him,James Arthur,76,0VhgEqMTNZwYL1ARDLLNCX,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
When You Love Someone,James TW,68,0TXNKTzawI6VgLoA9UauRp,https://open.spotify.com/track/0TXNKTzawI6VgLoA9UauRp
Love Me Now,John Legend,59,6nxQdXa1uAL0rY72wPZu89,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
Perfect Strangers,Jonas Blue,74,3P3pw6C19j31Rnzgo3JG7o,https://open.spotify.com/track/3P3pw6C19j31Rnzgo3JG7o
Fast Car,Jonas Blue,74,1SN1vSPsr4V4tIUTR3s8YW,https://open.spotify.com/track/1SN1vSPsr4V4tIUTR3s8YW
Love Yourself,Justin Bieber,83,50kpGaPAhYJ3sGmk6vplg0,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
Sorry,Justin Bieber,83,09CtPGIpYB4BrO8qb1RGsF,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,71,1WkMMavIMc4JZ8cfMmxHkI,https://open.spotify.com/track/1WkMMavIMc4JZ8cfMmxHkI
Gold,Kiiara,63,7yNX3ZFBWZoR52pbeU4Mcl,https://open.spotify.com/track/7yNX3ZFBWZoR52pbeU4Mcl
Stole the Show,Kygo,77,5masKPHeAOVNgxdLebIcK7,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7
Stay (feat. Maty Noyes),Kygo,53,7gBj0VgcuAgkXkiRRYvSmK,https://open.spotify.com/track/7gBj0VgcuAgkXkiRRYvSmK
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,73,4dASQiO1Eoo3RJvt74FtXB,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB
Shout Out to My Ex,Little Mix,70,0ErK6K0kYr0Ow2RkPMhmMs,https://open.spotify.com/track/0ErK6K0kYr0Ow2RkPMhmMs
7 Years,Lukas Graham,79,5kqIPrATaCc2LqxVWzQGbk,https://open.spotify.com/track/5kqIPrATaCc2LqxVWzQGbk
Alaska,Maggie Rogers,69,4HfLQJtVT1KiX1eVedDyTm,https://open.spotify.com/track/4HfLQJtVT1KiX1eVedDyTm
Cold Water,Major Lazer,65,7zsXy7vlHdItvUSH8EwQss,https://open.spotify.com/track/7zsXy7vlHdItvUSH8EwQss
You & Me,Marc E. Bassy,56,7yCqehT9dKACTFy7YugP0J,https://open.spotify.com/track/7yCqehT9dKACTFy7YugP0J
Alone,Marshmello,68,3MEYFivt6bilQ9q9mFWZ4g,https://open.spotify.com/track/3MEYFivt6bilQ9q9mFWZ4g
In the Name of Love,Martin Garrix,77,23L5CiUhw2jV1OIMwthR3S,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S
NO,Meghan Trainor,72,0l0CvurVUrr2w3Jj1hOVFc,https://open.spotify.com/track/0l0CvurVUrr2w3Jj1hOVFc
The Ocean (feat. Shy Martin),Mike Perry,65,2CPqh63wRVscbceKcPxwvv,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,79,0vbtURX4qv1l7besfwmnD8,https://open.spotify.com/track/0vbtURX4qv1l7besfwmnD8
Final Song,MØ,61,4qqArAiTPueDxIp7cf87h7,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7
This Town,Niall Horan,54,5dTJMpqiELczVuHJP3OAEu,https://open.spotify.com/track/5dTJMpqiELczVuHJP3OAEu
Close,Nick Jonas,65,3lSDIJ2abCrOdDJ6pshUap,https://open.spotify.com/track/3lSDIJ2abCrOdDJ6pshUap
History,Olivia Holt,46,3QmOiZF7IzJJkHnahh5Ea0,https://open.spotify.com/track/3QmOiZF7IzJJkHnahh5Ea0
History,One Direction,75,0HMjXBAZmSYOTTi33WpMso,https://open.spotify.com/track/0HMjXBAZmSYOTTi33WpMso
Wherever I Go,OneRepublic,58,7kftK4n15rl1wbpfjSq2Tk,https://open.spotify.com/track/7kftK4n15rl1wbpfjSq2Tk
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,66,7K5dzhGda2vRTaAWYI3hrb,https://open.spotify.com/track/7K5dzhGda2vRTaAWYI3hrb
Not Nice,PARTYNEXTDOOR,61,6tHt7Ln9RV8FTlT4kTxr2b,https://open.spotify.com/track/6tHt7Ln9RV8FTlT4kTxr2b
Needed Me,Rihanna,80,4pAl7FkDMNBsjykPXo91B3,https://open.spotify.com/track/4pAl7FkDMNBsjykPXo91B3
